Word,SUBTLWF,LgSUBTLWF,MorphSp,POS,
inkpot,NULL,NULL,{^ink^}{^pot^},NULL,
inks,0.18,1,{^ink^}>s>,NN|VB,
inkstand,NULL,NULL,{^ink^}{^stand^},NN,
inkwell,0.25,1.15,{^ink^}{^well^},NN,
inky,0.22,1.08,{^ink^}>y>,JJ,
inlaid,0.18,1,{^in^}{^lay^}>ed>,VB,
inland,1.35,1.85,{^in^}{^land^},JJ,
inmate,2.69,2.14,{^in^}{^mate^},NN,
inmates,3.86,2.3,{^in^}{^mate^}>s>,NN,
inmost,0.1,0.78,{^in^}{^most^},JJ|RB,
inn,8.39,2.63,{^inn^},NN,
innards,0.39,1.32,{^innards^},NN,
innate,0.76,1.6,{<in<^nate^},JJ,
inner,9.94,2.71,{^inn^}>er>,JJ|NN,
innermost,0.73,1.58,{^inn^}>er>>most>,JJ,
inning,2.51,2.11,{^inn^}>ing>,NN,
innings,0.96,1.7,{^inn^}>ing>>s>,NN,
innkeeper,0.43,1.36,{^inn^}{^keep^}>er>,NN,
innocence,6.59,2.53,{^innoc^>ence>},NN,
innocent,54.51,3.44,{^innoc^>ent>},JJ|NN,
innocently,0.63,1.52,{^innoc^>ent>}>ly>,RB,
innocents,1.43,1.87,{^innoc^>ent>}>s>,NN,
innocuous,0.47,1.4,{^innoc^>uous>},JJ,
innovate,0.08,0.7,{<in<^nov^>ate>},VB,
innovation,0.67,1.54,{<in<^nov^>ate>}>ion>,NN,
innovations,0.29,1.2,{<in<^nov^>ate>}>ion>>s>,NN,
innovative,1.02,1.72,{<in<^nov^>ate>}>ive>,JJ,
innovator,0.2,1.04,{<in<^nov^>ate>}>or>,NN,
innovators,0.02,0.3,{<in<^nov^>ate>}>or>>s>,NN,
inns,0.29,1.2,{^inn^}>s>,NN,
innuendo,0.9,1.67,{^innuendo^},NN,
innuendoes,0.14,0.9,{^innuendo^}>s>,NN,
innuendos,0.18,1,{^innuendo^}>s>,NN,
innumerable,0.2,1.04,<in<{^numer^>able>},JJ,
inoculate,0.35,1.28,{<in<^ocul^>ate>},VB,
inoculations,0.16,0.95,{<in<^ocul^>ate>}>ion>>s>,NN,
inoculation,0.33,1.26,{<in<^ocul^>ate>}>ion>,NN,
inoffensive,0.24,1.11,<in<{^offense^}>ive>,JJ,
inoperable,0.65,1.53,<in<{^oper^>able>},JJ,
inoperative,0.29,1.2,<in<{^oper^>ate>}>ive>,JJ,
inopportune,0.25,1.15,<in<{^opportune^},JJ,
inordinate,0.29,1.2,<in<{^ordin^>ate>},JJ,
inordinately,0.16,0.95,<in<{^ordin^>ate>}>ly>,RB,
inorganic,0.14,0.9,<in<{^organ^>ic>},JJ,
input,2.98,2.18,{^in^}{^put^},NN|VB,
inquest,0.8,1.62,{<in<^quest^},NN|JJ,
inquire,1.69,1.94,{<in<^quire^},VB,
inquired,0.55,1.46,{<in<^quire^}>ed>,VB,
inquietude,NULL,NULL,<in<{^quiet^>ude>},NN,
inquirer,0.02,0.3,{<in<^quire^}>er>,NN,
inquiries,1.51,1.89,{<in<^quire^}>y>>s>,NN,
inquiring,0.96,1.7,{<in<^quire^}>ing>,JJ|VB,
inquiry,3.49,2.25,{<in<^quire^}>y>,NN,
inquisition,0.43,1.36,{<in<^quisition^},NN,
inquisitive,1,1.72,{<in<^quisit^>ive>},JJ,
inquisitor,0.45,1.38,{<in<^quisitor^},NN,
inroad,NULL,NULL,{^in^}{^road^},NN,
inroads,0.18,1,{^in^}{^road^}>s>,NN,
inrush,NULL,NULL,{^in^}{^rush^},NN,
insane,38.69,3.3,<in<{^sane^},JJ|NN,
insanely,1.31,1.83,<in<{^sane^}>ly>,RB,
insanitary,0.02,0.3,<in<{^sanit^>ary>},JJ,
insanity,7.67,2.59,<in<{^sane^}>ity>,NN,
insatiable,0.98,1.71,<in<{^sati^>able>},JJ,
inscribe,0.18,1,{<in<^scribe^},VB,
inscribed,0.63,1.52,{<in<^scribe^}>ed>,VB,
inserts,0.31,1.23,{^insert^}>s>,VB,
inset,0.02,0.3,{^in^}{^set^},NN,
inscription,1.71,1.94,{<in<^script^>ion>},NN,
inscriptions,0.16,0.95,{<in<^script^>ion>}>s>,NN,
inscrutability,NULL,NULL,<in<{^scrut^>able>}>ity>,NN,
inscrutable,0.47,1.4,<in<{^scrut^>able>},JJ,
insect,3.16,2.21,{^insect^},NN,
insecticide,0.53,1.45,{^insect^}>icide>,NN,
insecticides,0.12,0.85,{^insect^}>icide>>s>,NN,
insectivore,0.04,0.48,{^insect^}>ivore>,NN,
insects,3.1,2.2,{^insect^}>s>,NN,
insecure,4.06,2.32,<in<{^secure^},JJ|NN,
insecurity,1.08,1.75,<in<{^secure^}>ity>,NN,
inseminate,0.08,0.7,{<in<^semin^>ate>},VB,
insemination,0.63,1.52,{<in<^semin^>ate>}>ion>,NN,
insensible,0.08,0.7,<in<{^sense^}>ible>,JJ,
insensitive,3.75,2.28,<in<{^sens^>itive>},JJ,
insentient,0.02,0.3,{<in<^sent^>ient>},JJ,
insert,2.76,2.15,{<in<^sert^},VB,
inserted,1.16,1.78,{<in<^sert^}>ed>,VB,
insertion,0.63,1.52,{<in<^sert^}>ion>,NN,
insertions,0.1,0.78,{<in<^sert^}>ion>>s>,NN,
inseparable,1,1.72,<in<{^separ^>able>},JJ,
insets,0.02,0.3,{^in^}{^set^}>s>,VB|NN,
inshore,0.1,0.78,{^in^}{^shore^},JJ|RB,
inside,211.27,4.03,{^in^}{^side^},minor|NN|JJ,
insider,0.71,1.57,{^in^}{^side^}>er>,NN,
insiders,0.16,0.95,{^in^}{^side^}>er>>s>,NN,
insides,2.65,2.13,{^in^}{^side^}>s>,NN,
insidious,0.88,1.66,{^insidious^},JJ,
insight,2.8,2.16,{^in^}{^sight^},NN,
insights,1.02,1.72,{^in^}{^sight^}>s>,NN,
insignia,0.8,1.62,{^insignia^},NN,
insincere,0.31,1.23,<in<{^sincere^},JJ,
insignificance,0.06,0.6,<in<{^sign^}>ify>>ance>,NN,
insignificant,2.63,2.13,<in<{^sign^}>ify>>ant>,JJ,
insincerity,0.04,0.48,<in<{^sincere^}>ity>,NN,
insinuate,0.65,1.53,{<in<^sinu^>ate>},VB,
insinuated,0.18,1,{<in<^sinu^>ate>}>ed>,VB,
insinuates,0.02,0.3,{<in<^sinu^>ate>}>s>,VB,
institutes,0.04,0.48,{<in<^stitute^}>s>,NN|VB,
institute's,NULL,NULL,{<in<^stitute^}>'s>,encl,
insinuation,0.29,1.2,{<in<^sinu^>ate>}>ion>,NN,
insinuations,0.41,1.34,{<in<^sinu^>ate>}>ion>>s>,NN,
insipid,0.61,1.51,{^insipid^},JJ,
insinuating,0.96,1.7,{<in<^sinu^>ate>}>ing>,VB|JJ,
insist,17.84,2.96,{<in<^sist^},VB,
insisted,8.18,2.62,{<in<^sist^}>ed>,VB,
insistence,0.41,1.34,{<in<^sist^}>ence>,NN,
insistent,0.84,1.64,{<in<^sist^}>ent>,JJ,
insisting,1.63,1.92,{<in<^sist^}>ing>,VB,
insists,3.63,2.27,{<in<^sist^}>s>,VB,
insofar,0.25,1.15,{^in^}{^so^}{^far^},RB,
insole,0.04,0.48,{<in<^sole^},NN,
insolence,0.88,1.66,{<in<^sol^>ence>},NN,
insolent,1.2,1.79,{<in<^sol^>ent>},JJ,
insolently,NULL,NULL,{<in<^sol^>ent>}>ly>,RB,
insoluble,0.14,0.9,<in<{^solve^>ble>},JJ,
insolvable,NULL,NULL,<in<{^solve^}>able>,JJ,
insolvent,0.06,0.6,<in<{^solve^>ent>},JJ,
insomnia,1.73,1.95,{<in<^somn^>ia>},NN,
insomniacs,0.12,0.85,{<in<^somn^>iac>}>s>,NN,
insomniac,0.31,1.23,{<in<^somn^>iac>},NN|JJ,
inspect,2.55,2.12,{<in<^spect^},VB,
inspected,0.71,1.57,{<in<^spect^}>ed>,VB,
inspecting,0.69,1.56,{<in<^spect^}>ing>,VB,
inspection,5.88,2.48,{<in<^spect^}>ion>,NN,
inspections,0.55,1.46,{<in<^spect^}>ion>>s>,NN,
inspector,22.04,3.05,{<in<^spect^}>or>,NN,
inspector's,NULL,NULL,{<in<^spect^}>or>>'s>,encl,
inspiration,7.1,2.56,{<in<^spire^}>ation>,NN,
inspirational,1.22,1.8,{<in<^spire^}>ation>>al>,JJ,
inspirations,0.14,0.9,{<in<^spire^}>ation>>s>,NN,
inspire,3.88,2.3,{<in<^spire^},VB,
inspired,7.65,2.59,{<in<^spire^}>ed>,VB,
inspires,1.14,1.77,{<in<^spire^}>s>,VB,
inspiring,2.73,2.15,{<in<^spire^}>ing>,JJ|VB,
instability,1.02,1.72,<in<{^stable^}>ity>,NN,
install,2.71,2.14,{^install^},VB,
instincts,8.39,2.63,{^instinct^}>s>,NN,
institute,3.25,2.22,{<in<^stitute^},NN|VB,
instituted,0.8,1.62,{<in<^stitute^}>ed>,VB,
installation,1.41,1.86,{^install^}>ation>,NN,
installations,0.55,1.46,{^install^}>ation>>s>,NN,
installed,4.51,2.36,{^install^}>ed>,VB,
installing,1.18,1.79,{^install^}>ing>,VB|NN,
installment,0.49,1.42,{^install^}>ment>,NN,
installments,0.35,1.28,{^install^}>ment>>s>,NN,
instance,16.78,2.93,{^inst^>ance>},NN,
instances,0.67,1.54,{^inst^>ance>}>s>,NN,
instancy,NULL,NULL,{^inst^>ance>}>y>,NN,
instant,10.78,2.74,{^inst^>ant>},NN|JJ,
instantaneous,0.61,1.51,{^inst^>ant>>aneous>},JJ,
instantly,4.55,2.37,{^inst^>ant>}>ly>,RB,
instate,0.04,0.48,{<in<^state^},VB,
instead,79.27,3.61,{^instead^},RB|NN,
instep,0.31,1.23,{^in^}{^step^},NN,
instigate,0.2,1.04,{^instigate^},VB,
instigating,0.08,0.7,{^instigate^}>ing>,VB,
instigator,0.22,1.08,{^instigate^}>or>,NN,
instil,0.02,0.3,{<in<^stil^},VB,
instinct,7.65,2.59,{^instinct^},NN,
instigation,0.1,0.78,{^instigate^}>ion>,NN,
instillation,NULL,NULL,{<in<^still^}>ation>,NN,
instinctive,0.41,1.34,{^instinct^}>ive>,JJ,
instinctively,0.84,1.64,{^instinct^}>ive>>ly>,RB,
instinctual,0.2,1.04,{^instinct^}>ual>,JJ,
instituting,0.18,1,{<in<^stitute^}>ing>,VB,
institution,7.76,2.6,{<in<^stitute^}>ion>,NN,
institutional,0.33,1.26,{<in<^stitute^}>ion>>al>,JJ,
institutionalize,NULL,NULL,{<in<^stitute^}>ion>>al>>ise>,VB,
institutionalized,0.82,1.63,{<in<^stitute^}>ion>>al>>ise>>ed>,VB|JJ,
institutionalization,0.02,0.3,{<in<^stitute^}>ion>>al>>ise>>ation>,NN,
institutions,1.63,1.92,{<in<^stitute^}>ion>>s>,NN,
institution's,NULL,NULL,{<in<^stitute^}>ion>>'s>,encl,
instruct,1.67,1.93,{<in<^struct^},VB,
instructed,4.67,2.38,{<in<^struct^}>ed>,VB,
instructing,0.35,1.28,{<in<^struct^}>ing>,VB,
insures,0.16,0.95,{<in<^sure^}>s>,VB,
intensely,1.39,1.86,{^intense^}>ly>,RB,
Indies,0.04,0.48,{^indies^},NN,
instruction,2.02,2.02,{<in<^struct^}>ion>,NN,
instructional,0.18,1,{<in<^struct^}>ion>>al>,JJ,
instructions,15.65,2.9,{<in<^struct^}>ion>>s>,NN,
instructive,0.43,1.36,{<in<^struct^}>ive>,JJ,
instructor,4.71,2.38,{<in<^struct^}>or>,NN,
instructors,0.76,1.6,{<in<^struct^}>or>>s>,NN,
instructor's,NULL,NULL,{<in<^struct^}>or>>'s>,encl,
instructs,0.1,0.78,{<in<^struct^}>s>,VB,
instrument,8.1,2.62,{^instrument^},NN,
instrumental,1.53,1.9,{^instrument^}>al>,JJ|NN,
instrumentalists,0.02,0.3,{^instrument^}>al>>ist>>s>,NN,
instrumentalities,0.06,0.6,{^instrument^}>al>>ity>>s>,NN,
instrumentally,NULL,NULL,{^instrument^}>al>>ly>,RB,
instrumentals,0.02,0.3,{^instrument^}>al>>s>,NN,
instrumentation,0.2,1.04,{^instrument^}>ation>,NN,
instruments,5.14,2.42,{^instrument^}>s>,NN,
insular,0.06,0.6,{^insul^>ar>},JJ,
insulate,0.27,1.18,{^insul^>ate>},VB,
insulated,0.35,1.28,{^insul^>ate>}>ed>,VB,
insubordinate,0.37,1.3,<in<{<sub<^ordin^>ate>},JJ,
insubordination,1.25,1.81,<in<{<sub<^ordin^>ate>}>ion>,NN,
insufferable,0.96,1.7,<in<{^suffer^}>able>,JJ,
insufficient,1.06,1.74,<in<{^suffici^>ent>},JJ,
insubstantial,0.35,1.28,<in<{^substance^}>ial>,JJ,
insufficiently,0.04,0.48,<in<{^suffici^>ent>}>ly>,RB,
insulating,0.04,0.48,{^insul^>ate>}>ing>,VB|JJ,
insulation,1,1.72,{^insul^>ate>}>ion>,NN,
insulator,0.04,0.48,{^insul^>ate>}>or>,NN,
insulators,NULL,NULL,{^insul^>ate>}>or>>s>,NN,
insulin,2.1,2.03,{^insulin^},NN,
insult,12.53,2.81,{^insult^},NN,
insulted,6,2.49,{^insult^}>ed>,VB,
insulting,5.37,2.44,{^insult^}>ing>,JJ|VB,
insults,2.98,2.18,{^insult^}>s>,NN,
insupportable,0.06,0.6,<in<{^support^}>able>,JJ,
insurance,38.33,3.29,{<in<^sure^}>ance>,NN,
insure,1.06,1.74,{<in<^sure^},VB|NN,
insured,2.47,2.1,{<in<^sure^}>ed>,VB,
insurgence,0.02,0.3,{<in<^surg^>ence>},NN,
insurgent,0.24,1.11,{<in<^surg^>ent>},JJ,
insurgents,0.59,1.49,{<in<^surg^>ent>}>s>,NN,
insuring,0.14,0.9,{<in<^sure^}>ing>,VB,
intelligence,19.27,2.99,{^intel^>ligence>},NN,
insurmountable,0.27,1.18,<in<{<sur<^mount^}>able>,JJ,
insurrection,0.37,1.3,{<in<^surrect^>ion>},NN,
insurrections,0.02,0.3,{<in<^surrect^>ion>}>s>,NN,
intact,6.35,2.51,{^intact^},JJ,
intactible,NULL,NULL,{^intact^}>ible>,NULL,
intake,1.29,1.83,{^in^}{^take^},NN,
intangible,0.53,1.45,<in<{^tangible^},JJ|NN,
intangibles,0.06,0.6,<in<{^tangible^}>s>,NN,
integer,0.14,0.9,{^integer^},NN,
integers,0.04,0.48,{^integer^}>s>,NN,
integral,0.73,1.58,{^integr^>al>},NN|JJ,
integrals,NULL,NULL,{^integr^>al>}>s>,NN,
integrate,0.78,1.61,{^integr^>ate>},VB,
integrates,0.06,0.6,{^integr^>ate>}>s>,VB,
integrative,NULL,NULL,{^integr^>ate>}>ive>,JJ,
integrated,1.08,1.75,{^integr^>ate>}>ed>,VB|JJ,
integrating,0.08,0.7,{^integr^>ate>}>ing>,VB|NN,
integration,0.65,1.53,{^integr^>ate>}>ion>,NN,
integrity,7.2,2.57,{^integr^>ity>},NN,
intellect,2.14,2.04,{^intel^>lect>},NN,
intellectually,0.78,1.61,{^intel^>lect>}>uall>>y>,RB,
intellectuals,0.8,1.62,{^intel^>lect>}>ual>>s>,NN,
intellectual,4.59,2.37,{^intel^>lect>}>ual>,JJ|NN,
intellectuality,0.02,0.3,{^intel^>lect>}>ual>>ity>,NN,
intelligent,13.51,2.84,{^intel^>ligent>},JJ,
intelligently,0.45,1.38,{^intel^>ligent>}>ly>,RB,
intelligible,0.06,0.6,{^intel^>ligible>},JJ,
intemperance,0.02,0.3,<in<{^temper^>ance>},NN,
intemperate,0.1,0.78,<in<{^temper^>ate>},JJ,
intend,23.2,3.07,{<in<^tend^},VB,
intended,11.78,2.78,{<in<^tend^}>ed>,VB,
intending,0.57,1.48,{<in<^tend^}>ing>,VB,
intends,2.04,2.02,{<in<^tend^}>s>,VB,
intense,10.2,2.72,{^intense^},JJ,
intensification,NULL,NULL,{^intense^}>ify>>ation>,NN,
intensified,0.25,1.15,{^intense^}>ify>>ed>,VB,
intensifier,0.06,0.6,{^intense^}>ify>>er>,NN,
intensifiers,NULL,NULL,{^intense^}>ify>>er>>s>,NN,
intensify,0.24,1.11,{^intense^}>ify>,VB,
intensifying,0.02,0.3,{^intense^}>ify>>ing>,VB,
intensities,NULL,NULL,{^intense^}>ity>>s>,NN,
intensity,2.49,2.11,{^intense^}>ity>,NN,
intensive,2.2,2.05,{^intense^}>ive>,JJ,
intensively,0.06,0.6,{^intense^}>ive>>ly>,RB,
intent,5.61,2.46,{<in<^tent^},NN,
intention,10.96,2.75,{<in<^tend^}>ion>,NN,
intentional,1.47,1.88,{<in<^tend^}>ion>>al>,JJ,
intentionally,2.12,2.04,{<in<^tend^}>ion>>al>>ly>,RB,
intentioned,0.04,0.48,{<in<^tend^}>ion>>ed>,JJ,
intentions,7.18,2.56,{<in<^tend^}>ion>>s>,NN,
intently,0.2,1.04,{<in<^tent^}>ly>,RB,
inter,0.35,1.28,{^inter^},minor,
interact,1.43,1.87,<inter<{^act^},VB,
interacting,0.41,1.34,<inter<{^act^}>ing>,VB,
interaction,1.18,1.79,<inter<{^act^}>ion>,NN,
interactions,0.25,1.15,<inter<{^act^}>ion>>s>,NN,
interactive,0.55,1.46,<inter<{^act^}>ive>,JJ,
interacts,0.2,1.04,<inter<{^act^}>s>,VB,
interbreed,NULL,NULL,<inter<{^breed^},NN|VB,
intercede,0.49,1.42,<inter<{^cede^},VB,
intercept,4.22,2.33,{<inter<^cept^},VB,
intercepted,2.88,2.17,{<inter<^cept^}>ed>,VB,
interception,0.57,1.48,{<inter<^cept^}>ion>,NN,
interceptor,0.24,1.11,{<inter<^cept^}>or>,NN,
intercepts,0.33,1.26,{<inter<^cept^}>s>,VB,
intercession,0.12,0.85,{<inter<^cession^},NN,
interchange,0.29,1.2,<inter<{^change^},NN,
interchangeable,0.39,1.32,<inter<{^change^}>able>,JJ,
interchanges,NULL,NULL,<inter<{^change^}>s>,NN,
intercom,2.1,2.03,{<inter<^com^},NN,
interdict,0.08,0.7,{<inter<^dict^},NN,
incredibly,13.1,2.83,<in<{^cred^>ible>}>y>,RB,
incurs,0.08,0.7,{<in<^cur^}>s>,VB,
interconnected,0.49,1.42,<inter<{^connect^}>ed>,VB,
intercourse,3.78,2.29,<inter<{^course^},NN,
intercollegiate,0.08,0.7,<inter<{^college^}>ate>,JJ,
intercommunication,NULL,NULL,<inter<{^commun^>ic>>ate>}>ion>,NN,
intercommunicate,NULL,NULL,<inter<{^commun^>ic>>ate>},VB,
interconnectedness,0.08,0.7,<inter<{^connect^}>ed>>ness>,NN,
intercontinental,0.12,0.85,<inter<{^contin^>ent>}>al>,JJ,
interdenominational,NULL,NULL,<inter<{<de<^nomin^>ate>}>ion>>al>,JJ,
interdepartmental,0.04,0.48,<inter<{<de<^partment^}>al>,JJ,
interdependence,NULL,NULL,<inter<{^depend^}>ence>,NN,
interdiction,0.1,0.78,{<inter<^dict^}>ion>,NN,
interdependent,0.02,0.3,<inter<{^depend^}>ent>,JJ,
interdisciplinary,0.02,0.3,<inter<{^discipline^}>ary>,JJ,
increasingly,1.78,1.96,{<in<^crease^}>ing>>ly>,RB,
incredible,37.8,3.29,<in<{^cred^>ible>},JJ,
incursion,0.25,1.15,{<in<^curs^>ion>},NN,
increment,0.04,0.48,{<in<^cre^>ment>},NN,
incubate,0.1,0.78,{^incubate^},VB,
incredulity,0.04,0.48,<in<{^credul^>ity>},NN,
incredulous,0.16,0.95,<in<{^credul^>ous>},JJ,
incredulously,NULL,NULL,<in<{^credul^>ous>}>ly>,RB,
incremental,0.06,0.6,{<in<^cre^>ment>}>al>,JJ,
incriminate,0.75,1.59,{<in<^crimin^>ate>},VB,
incriminating,1.24,1.81,{<in<^crimin^>ate>}>ing>,VB|JJ,
incrimination,NULL,NULL,{<in<^criminate^}>ion>,NN,
incubated,0.24,1.11,{<in<^cub^>ate>}>ed>,VB|JJ,
incubating,0.1,0.78,{<in<^cub^>ate>}>ing>,VB|NN|JJ,
incubation,0.41,1.34,{<in<^cub^>ate>}>ion>,NN,
incubator,1,1.72,{<in<^cub^>ate>}>or>,NN,
incubus,0.16,0.95,{<in<^cub^>us>},NN,
incumbency,NULL,NULL,{<in<^cumb^>ency>},NN,
incumbent,0.67,1.54,{<in<^cumb^>ent>},JJ,
incumbents,0.02,0.3,{<in<^cumb^>ent>}>s>,NN,
incur,0.55,1.46,{<in<^cur^},VB,
indicted,1.88,1.99,{<in<^dict^}>ed>,VB,
indictment,2.47,2.1,{<in<^dict^}>ment>,NN,
indictments,0.43,1.36,{<in<^dict^}>ment>>s>,NN,
incurable,1.02,1.72,<in<{^cure^}>able>,JJ,
incurably,0.1,0.78,<in<{^cure^}>able>>y>,RB,
incurious,NULL,NULL,<in<{^curious^},JJ,
incurred,0.53,1.45,{<in<^cur^}>ed>,VB,
incurring,0.12,0.85,{<in<^cur^}>ing>,VB,
indebted,1.16,1.78,<in<{^debt^}>ed>,JJ|VB,
indecency,0.25,1.15,<in<{^dec^>ency>},NN,
indecent,1.78,1.96,<in<{^dec^>ent>},JJ,
indecipherable,0.1,0.78,<in<{<de<^cipher^}>able>,JJ,
indecision,0.43,1.36,<in<{^decide^}>ion>,NN,
indecisive,0.53,1.45,<in<{^decide^}>ive>,JJ,
indecisively,NULL,NULL,<in<{^decide^}>ive>>ly>,RB,
indecisiveness,0.02,0.3,<in<{^decide^}>ive>>ness>,NN,
indecorous,0.06,0.6,<in<{^decor^}>ous>,JJ,
indecorum,NULL,NULL,<in<{^decor^>um>},NN,
indeed,40.49,3.32,{^indeed^},RB,
indefinity,NULL,NULL,<in<{^define^>it>},NULL,
indelible,0.27,1.18,<in<{^delible^},JJ,
indelibly,0.06,0.6,<in<{^delible^}>y>,RB,
indent,0.12,0.85,{<in<^dent^},NN,
indefatigable,0.08,0.7,{<in<<de<^fatiga^>ble>},JJ,
indefensible,0.18,1,<in<{<de<^fense^}>ible>,JJ,
indefinable,0.1,0.78,<in<{<de<^fine^}>able>,JJ,
indefinite,0.39,1.32,<in<{<de<^fine^}>ite>,JJ,
indefinitely,2.33,2.08,<in<{<de<^fine^}>ite>>ly>,RB,
indefiniteness,NULL,NULL,<in<{<de<^fine^}>ite>>ness>,NN,
indelicacy,0.02,0.3,<in<{^delic^>acy>},NN,
indelicate,0.31,1.23,<in<{^delic^>ate>},JJ,
indentation,0.18,1,{<in<^dent^}>ation>,NN,
indentations,0.18,1,{<in<^dent^}>ation>>s>,NN,
indenture,0.04,0.48,{<in<^dent^}>ure>,NN,
indentured,0.27,1.18,{<in<^dent^}>ure>>ed>,VB,
independence,4,2.31,<in<{<de<^pend^}>ence>,NN,
independent,9.35,2.68,<in<{<de<^pend^}>ent>,JJ|NN,
independently,0.94,1.69,<in<{<de<^pend^}>ent>>ly>,RB,
independents,0.33,1.26,<in<{<de<^pend^}>ent>>s>,NN,
index,2.08,2.03,{^index^},NN|VB,
indices,0.04,0.48,{^indic^>es>},NN,
indict,0.88,1.66,{<in<^dict^},VB,
indescribable,0.49,1.42,<in<{<de<^scribe^}>able>,JJ,
indestructible,1.45,1.88,<in<{<de<^struct^}>ible>,JJ,
indeterminable,NULL,NULL,<in<{^determine^}>able>,JJ,
indeterminate,0.35,1.28,<in<{^determine^}>ate>,JJ,
indexes,0.08,0.7,{^index^}>s>,NN|VB,
indexing,0.1,0.78,{^index^}>ing>,NN|VB,
India,1.41,1.86,{^india^},NN,
Indian,3.43,2.25,{^india^}>n>,NN|JJ,
Indiana,1.94,2,{^indiana^},NN,
Indianapolis,0.18,1,{^indianapolis^},NN,
Indiana's,NULL,NULL,{^indiana^}>'s>,NULL,
Indians,2.86,2.17,{^india^}>n>>s>,NN,
Indian's,NULL,NULL,{^india^}>n>>'s>,encl,
India's,NULL,NULL,{^india^}>'s>,encl,
indicate,8.33,2.63,{<in<^dic^>ate>},VB,
indicated,3.98,2.31,{<in<^dic^>ate>}>ed>,VB,
indicates,5.43,2.44,{<in<^dic^>ate>}>s>,VB,
indicating,1.86,1.98,{<in<^dic^>ate>}>ing>,VB|NN,
indications,1.12,1.76,{<in<^dic^>ate>}>ion>>s>,NN,
indicators,0.37,1.3,{<in<^dic^>ate>}>or>>s>,NN,
indication,3.55,2.26,{<in<^dic^>ate>}>ion>,NN,
indicative,0.55,1.46,{<in<^dic^>ate>}>ive>,JJ|NN,
indicator,0.86,1.65,{<in<^dic^>ate>}>or>,NN,
indifference,1.08,1.75,{<in<^differ^>ence>},NN,
indifferent,1.14,1.77,{<in<^differ^>ent>},JJ,
indigence,NULL,NULL,{^indig^>ence>},NN,
indigenous,1.12,1.76,{^indigen^>ous>},JJ,
indigent,0.47,1.4,{^indig^>ent>},JJ,
indigestible,0.06,0.6,<in<{<di<^gest^}>ible>,JJ,
indigestion,1.86,1.98,<in<{<di<^gest^}>ion>,NN,
indignant,0.45,1.38,{<in<^dign^>ant>},JJ,
indignantly,0.04,0.48,{<in<^dign^>ant>}>ly>,RB,
indignation,0.47,1.4,{<in<^dign^>ation>},NN,
indignities,0.24,1.11,<in<{^dign^>ity>}>s>,NN,
indignity,0.39,1.32,<in<{^dign^>ity>},NN,
indigo,0.31,1.23,{^indigo^},NN,
indirect,0.41,1.34,<in<{^direct^},JJ,
Humpty,0.51,1.43,{^humpty^},NN,
humus,0.06,0.6,{^humus^},NN,
Hun,1.59,1.91,{^hun^},NN,
indirection,0.02,0.3,<in<{^direct^}>ion>,NN,
indirectly,0.51,1.43,<in<{^direct^}>ly>,RB,
indirectness,NULL,NULL,<in<{^direct^}>ness>,NN,
indiscernible,0.02,0.3,<in<{<dis<^cern^}>ible>,JJ,
indiscreet,0.49,1.42,<in<{^discreet^},JJ,
indiscretion,1.04,1.73,<in<{^discreet^}>ion>,NN,
indiscriminantly,NULL,NULL,<in<{<dis<^crimin^>ant>}>ly>,NULL,
indispensible,NULL,NULL,<in<{<dis<^pense^}>ible>,JJ,
indisposed,1.1,1.76,<in<{<dis<^pose^}>ed>,JJ,
indisputably,0.02,0.3,<in<{<dis<^pute^}>able>>y>,RB,
indiscriminate,0.18,1,<in<{<dis<^crimin^>ate>},JJ,
indiscriminating,NULL,NULL,<in<{<dis<^crimin^>ate>}>ing>,JJ,
indispensable,0.75,1.59,<in<{<dis<^pense^}>able>,JJ,
indisposition,0.06,0.6,<in<{<dis<^posit^>ion>},NN,
indisputable,0.2,1.04,<in<{<dis<^pute^}>able>,JJ,
indistinct,4.94,2.4,<in<{<dis<^ting^>t>},JJ,
individual's,NULL,NULL,{<in<^divid^>ual>}>'s>,encl,
Indonesia,0.33,1.26,{^indonesia^},NN,
indoor,1.33,1.84,{^in^}{^door^},JJ,
individual,11.69,2.78,{<in<^divid^>ual>},JJ|NN,
individualists,0.1,0.78,{<in<^divid^>ual>}>ist>>s>,NN,
individuals,4.39,2.35,{<in<^divid^>ual>}>s>,NN,
indistinguishable,0.27,1.18,<in<{^disting^>uish>}>able>,JJ,
individualism,0.25,1.15,{<in<^divid^>ual>}>ism>,NN,
individualist,0.04,0.48,{<in<^divid^>ual>}>ist>,NN,
individualistic,0.04,0.48,{<in<^divid^>ual>}>ist>>ic>,JJ,
individuality,0.84,1.64,{<in<^divid^>ual>}>ity>,NN,
individualization,NULL,NULL,{<in<^divid^>ual>}>ise>>ation>,NN,
Indonesian,0.06,0.6,{^indonesia^}>n>,JJ|NN,
indoors,2.47,2.1,{^in^}{^door^}>s>,NN,
individualize,0.08,0.7,{<in<^divid^>ual>}>ise>,VB,
individualized,0.06,0.6,{<in<^divid^>ual>}>ise>>ed>,JJ,
individualizing,NULL,NULL,{<in<^divid^>ual>}>ise>>ing>,VB|NN|JJ,
individually,1.27,1.82,{<in<^divid^>ual>}>y>,RB,
induces,0.33,1.26,{<in<^duce^}>s>,VB,
inducing,0.31,1.23,{<in<^duce^}>ing>,VB,
induct,0.06,0.6,{<in<^duct^},VB,
